Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc, decay mode, decay %, unc, decay mode, decay %, unc, decay mode, decay %, unc,isospin,magnetic dipole [mu N], unc, electric quadrupole [b]  , unc,Extraction_date
12,12,Mg,0, ,0, , ,0+,1,STABLE, , , , , , , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,1, ,1368.672,0.005, ,2+,1,1.33, ,6,ps,0.00000000000133,0.00000000000006, , , , , , , , , , ,1.02, ,-0.166, ,2021-06-10
12,12,Mg,2, ,4122.889,0.012, ,4+,1,22, ,2,fs,0.000000000000022,0.000000000000002, , , , , , , , , , ,1.6, , , ,2021-06-10
12,12,Mg,3, ,4238.24,0.03, ,2+,2,41, ,4,fs,0.000000000000041,0.000000000000004, , , , , , , , , , ,1.2, , , ,2021-06-10
12,12,Mg,4, ,5235.12,0.04, ,3+,1,61, ,7,fs,0.000000000000061,0.000000000000007, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,5, ,6010.84,0.04, ,4+,2,49, ,5,fs,0.000000000000049,0.000000000000005, , , , , , , , , , ,2, , , ,2021-06-10
12,12,Mg,6, ,6432.3,0.11, ,0+,2,53, ,8,fs,0.000000000000053,0.000000000000008, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,7, ,7349,0.03, ,2+,3,6, ,2,fs,0.000000000000006,0.000000000000002, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,8, ,7555.04,0.15, ,1-,1,270, ,55,fs,0.00000000000027,0.000000000000055, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,9, ,7616.47,0.04, ,3-,1,890, ,140,fs,0.00000000000089,0.00000000000014, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,10, ,7747.51,0.09, ,1+,1,10, ,3,fs,0.00000000000001,0.000000000000003, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,11, ,7812.35,0.11, ,5+,1,20, ,4,fs,0.00000000000002,0.000000000000004, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,12, ,8114.2,2, ,6+,1,3.6, ,10,fs,0.0000000000000036,0.000000000000001, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,13, ,8357.98,0.13, ,3-,2,56, ,8,fs,0.000000000000056,0.000000000000008, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,14, ,8437.31,0.15, ,1-,2,10, ,2,fs,0.00000000000001,0.000000000000002, , , , , , , , , , , , , , ,2021-06-10
12,12,Mg,15, ,8439.36,0.04, ,4+,3,3.8, ,11,fs,0.0000000000000038,0.0000000000000011, , , , , , , , , , , , , , ,2021-06-10
