Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
74,108,W,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,
74,108,W,100.10598,0.00007,2+, ,1.381,10,ns,0.000000001381,0.00000000001, , , , , , , , , , ,0.521, ,-2.13, ,
74,108,W,329.4268,0.0006,4+, ,62,3,ps,0.000000000062,0.000000000003, , , , , , , , , , ,0.88, , , ,
74,108,W,680.42,0.05,6+, ,8.2,9,ps,0.0000000000082,0.0000000000009, , , , , , , , , , , , , , ,
74,108,W,1135.82,0.1,0+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1144.32,0.12,8+, ,2.01,17,ps,0.00000000000201,0.00000000000017, , , , , , , , , , , , , , ,
74,108,W,1221.4001,0.001,2+, ,0.434,11,ps,0.000000000000434,0.000000000000011, , , , , , , , , , , , , , ,
74,108,W,1257.4121,0.0011,2+, ,1.71,13,ps,0.00000000000171,0.00000000000013, , , , , , , , , , , , , , ,
74,108,W,1289.1498,0.001,2-, ,1.12,4,ns,0.00000000112,0.00000000004, , , , , , , , , , ,1.74, , , ,
74,108,W,1331.1153,0.001,3+,LT,0.6, ,ns,0.0000000006, , , , , , , , , , , , , , , ,
74,108,W,1373.8301,0.001,3-, ,78,10,ps,0.000000000078,0.00000000001, , , , , , , , , , ,0.96, , , ,
74,108,W,1442.835,0.009,4+, ,0.32,3,ps,0.00000000000032,0.00000000000003, , , , , , , , , , , , , , ,
74,108,W,1487.5018,0.001,4-,LT,49, ,ps,0.000000000049, , , , , , , , , , , , , , , ,
74,108,W,1510.22,0.04,4+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1553.224,0.001,4-, ,1.27,4,ns,0.00000000127,0.00000000004, , , , , , , , , , , , , , ,
74,108,W,1621.284,0.021,5-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1623.51,0.04,(5)+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1660.383,0.021,5-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1711.99,0.14,10+, ,0.76,7,ps,0.00000000000076,0.00000000000007, , , , , , , , , , , , , , ,
74,108,W,1756.75,0.04,6+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1765.53,0.12, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,1768.943,0.023,6-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1769.5,0.7,(6+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,1809.64,0.07,5-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1810.85,0.04,(6)-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1813.4,0.3, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,1829.53,0.03,6-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1833.1,0.6, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,1855.98,0.05,(2+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,1856.9,0.5,1, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1871.17,0.15,1-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1887.84,0.21, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,1917.05,0.05,7-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1918.6,0.4,(2+:4+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,1959.35,0.16,(2+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,1960.3,0.03,(7)-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1960.78,0.07,6-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1971.05,0.07,(7)+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1978.36,0.04,(7)-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,1981.82,0.25, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,1993.68,0.1,(7-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2016.8,0.8,(2 3 4)+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2023.57,0.03,3-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2057.39,0.05,1+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2071, , , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2087.43,0.07,8-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2094,10, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2109.96,0.2,(2- 3-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2114.35,0.05,(8)-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2116.4,0.3, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2120.25,0.07,(8-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2131.3,0.3,(7-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2143,1, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2147.95,0.17,(3-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2173.5,0.3,(0+:4+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2180.4,0.8,(8+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2184.04,0.04,(2- 3-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2204.54,0.06,(8)-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2207.21,0.16,(3-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2209.07,0.17,3-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2212.5,0.11,(8+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2225.35,0.11,(8-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2230.65,0.14,(10+), ,1.3,1,us,0.0000013,0.0000001,IT,100, , , , , , , , , , , , ,
74,108,W,2240.83,0.15,(3+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2273.87,0.08,9-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2274.63,0.04,(3)-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2283.5,0.6,1, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2301.56,0.08,(9-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2316.1,2.2,(1 2+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2323.85,0.21,(8-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2327.91,0.1,(9-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2328, , , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2331,10, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2334.26,0.21, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2360,8, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2372.59,0.17,12+, ,0.38,2,ps,0.00000000000038,0.00000000000002, , , , , , , , , , , , , , ,
74,108,W,2376, , , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2382.1,0.7,1, ,7.9,11,fs,0.0000000000000079,0.0000000000000011, , , , , , , , , , , , , , ,
74,108,W,2395,8, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2427,8, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2445.98,0.15,(9-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2452.7,2, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2455.74,0.12,(9-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2474.1,0.7,1, ,15,2,fs,0.000000000000015,0.000000000000002, , , , , , , , , , , , , , ,
74,108,W,2479.83,0.13,(9+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2486.89,0.1,10-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2492,8, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2492.78,0.17,(11+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2507.48,0.09,(10-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2520,10,0+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2552,10,0+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2563.94,0.12,(10-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2610,10, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2689,10, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2710.93,0.11,11-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2725,10,0+, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2730.84,0.16,(10-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2739.15,0.15,(10-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2741.66,0.12,(11-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2769.27,0.16,(10+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2775,10, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2775.65,0.18,(12+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2815,10, , , , , , , , , , , , , , , , , , , , , ,
74,108,W,2823.93,0.16,(11-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2884.1,0.7,1, ,16,2,fs,0.000000000000016,0.000000000000002, , , , , , , , , , , , , , ,
74,108,W,2892.1,0.7,(1), ,27,17,fs,0.000000000000027,0.000000000000017, , , , , , , , , , , , , , ,
74,108,W,2941,2,(1 2+), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2972.49,0.13,12-, , , , , , , , , , , , , , , , , , , , ,
74,108,W,2980.58,0.18,(11-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2981.33,0.12,(12-), , , , , , , , , , , , , , , , , , , , ,
74,108,W,2996.1,0.7,1, ,6.7,13,fs,0.0000000000000067,0.0000000000000013, , , , , , , , , , , , , , ,
