Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
74,110,W,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,
74,110,W,111.2174,0.0004,2+, ,1.251,12,ns,0.000000001251,0.000000000012, , , , , , , , , , ,0.578, ,-1.87, ,
74,110,W,364.069,0.008,4+, ,46.3,+25-13,ps,0.0000000000463, , , , , , , , , , , ,1.17, , , ,
74,110,W,748.32,0.012,6+, ,5.75,18,ps,0.00000000000575,0.00000000000018, , , , , , , , , , ,1.79, , , ,
74,110,W,903.307,0.009,2+, ,1.80,4,ps,0.0000000000018,0.00000000000004, , , , , , , , , , ,0.25, ,0.1, ,
74,110,W,1002.49,0.04,0+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1005.971,0.01,3+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1121.44,0.014,2+, ,56,7,ps,0.000000000056,0.000000000007, , , , , , , , , , , , , , ,
74,110,W,1130.045,0.009,(2)-, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1133.85,0.01,4+, ,2.30,17,ps,0.0000000000023,0.00000000000017, , , , , , , , , , , , , , ,
74,110,W,1221.308,0.008,3-, ,45,5,ps,0.000000000045,0.000000000005, , , , , , , , , , , , , , ,
74,110,W,1252.2,0.7,8+, ,1.49,3,ps,0.00000000000149,0.00000000000003, , , , , , , , , , ,2.9, , , ,
74,110,W,1282.71,0.1,(1 2)-, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1284.997,0.008,5-, ,8.33,18,us,0.00000833,0.00000018, , , , , , , , , , , , , , ,
74,110,W,1294.94,0.1,5+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1322.152,0.022,(0)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1345.37,0.03,(4-), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1360.38,0.19,(4+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1386.296,0.013,2+, ,1.08,10,ps,0.00000000000108,0.0000000000001, , , , , , , , , , , , , , ,
74,110,W,1425.003,0.016,(3)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1431.02,0.05,2+,GT,5, ,ps,0.000000000005, , , , , , , , , , , , , , , ,
74,110,W,1446.266,0.013,6-, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1476.9,0.5,6+, ,1.82,9,ps,0.00000000000182,0.00000000000009, , , , , , , , , , , , , , ,
74,110,W,1492,4,(5-), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1501.545,0.013,7-, ,2.35,10,ns,0.00000000235,0.0000000001, , , , , , , , , , , , , , ,
74,110,W,1523.27,0.08,(3+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1536.66,0.16,(4+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1570.2,0.3,(2+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1581.46,0.09,(6-), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1613.512,0.02,(1+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1614.3,0.5,0+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1614.9,0.06,(1 2)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1627.71,0.03,(1)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1637,4,(7-), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1661.09,0.19, , , , , , , , , , , , , , , , , , , , , ,
74,110,W,1676.42,0.12,(5+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1683.4,0.5, , , , , , , , , , , , , , , , , , , , , ,
74,110,W,1699.04,0.04,(5)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1713.47,0.1,(0)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1722,4,(1+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1746.03,0.04,(6)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1755,3,(4+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1774.5,0.5,0+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1775.34,0.03,(2)+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1795.8,0.5,0+, , , , , , , , , , , , , , , , , , , , ,
74,110,W,1808.27,0.06,(2+), , , , , , , , , , , , , , , , , , , , ,
74,110,W,1846.6,1.5, , , , , , , , , , , , , , , , , , , , , ,
74,110,W,1860.8,0.9,10+, ,0.570,+24-31,ps,0.00000000000057, , , , , , , , , , , , , , , ,
