,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,18,21,Ar,0, ,0.0, , ,3.5,1,268, ,8,Y,8457256161.190656,252455407.796736,B-,100, , , , , , , , ,-1.588, ,-0.12, ,2021-06-10
1,1,18,21,Ar,1, ,1267.207,0.008, ,1.5,1,0.5,LT, ,ns,0.0000000005, , , , , , , , , , , , , , , ,2021-06-10
2,2,18,21,Ar,2, ,1517.54,0.008, ,1.5,1,0.95, ,5,ns,0.00000000095,0.00000000005, , , , , , , , , , , , , , ,2021-06-10
3,3,18,21,Ar,3, ,2092.749,0.019, ,2.5,1,35,LT, ,fs,0.000000000000035, , , , , , , , , , , , , , , ,2021-06-10
4,4,18,21,Ar,4, ,2342.2,0.2, ,4.5,1,118, ,35,fs,0.000000000000118,0.000000000000035, , , , , , , , , , , , , , ,2021-06-10
5,5,18,21,Ar,5, ,2358.284,0.011, ,0.5,1,0.42,GT, ,ps,0.00000000000042, , , , , , , , , , , , , , , ,2021-06-10
6,6,18,21,Ar,6, ,2433.48,0.03, ,1.5,2,0.69, ,28,ps,0.00000000000069,0.00000000000028, , , , , , , , , , , , , , ,2021-06-10
7,7,18,21,Ar,7, ,2481.49,0.13, ,3.5,2,0.35, ,15,ps,0.00000000000035,0.00000000000015, , , , , , , , , , , , , , ,2021-06-10
8,8,18,21,Ar,8, ,2503.418,0.011, ,2.5,1,1.0, ,4,ps,0.000000000001,0.0000000000004, , , , , , , , , , , , , , ,2021-06-10
9,9,18,21,Ar,9, ,2523.74,0.17, ,4.5,2,0.23, ,9,ps,0.00000000000023,0.00000000000009, , , , , , , , , , , , , , ,2021-06-10
10,10,18,21,Ar,10, ,2631.56,0.15, ,1.5,3,0.7, ,+10-4,ps,0.0000000000007, , , , , , , , , , , , , , , ,2021-06-10
11,11,18,21,Ar,11, ,2651.12,0.25, ,5.5,1,0.7, ,2,ps,0.0000000000007,0.0000000000002, , , , , , , , , , , , , , ,2021-06-10
12,12,18,21,Ar,12, ,2755.5,0.3, ,2.5,2,0.12, ,5,ps,0.00000000000012,0.00000000000005, , , , , , , , , , , , , , ,2021-06-10
13,13,18,21,Ar,13, ,2829.934,0.017, ,0.5,2,0.69,GT, ,ps,0.00000000000069, , , , , , , , , , , , , , , ,2021-06-10
14,14,18,21,Ar,14, ,2949.95,0.1, ,2.5,1,0.30, ,+28-14,ps,0.0000000000003, , , , , , , , , , , , , , , ,2021-06-10
